# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"mfp (nm)" "cumulative kappa xx (W/mK)" "cumulative kappa yy (W/mK)" "cumulative kappa zz (W/mK)"
0.37530 0.00204 0.00228 0.00201
0.37590 0.00204 0.00229 0.00202
0.37650 0.00205 0.00230 0.00203
0.37710 0.00206 0.00231 0.00203
0.37770 0.00207 0.00233 0.00204
0.37830 0.00208 0.00233 0.00204
0.37891 0.00209 0.00234 0.00205
0.37951 0.00210 0.00235 0.00206
0.38011 0.00211 0.00236 0.00207
0.38072 0.00212 0.00237 0.00208
0.38133 0.00213 0.00238 0.00208
0.38194 0.00214 0.00239 0.00209
0.38254 0.00215 0.00240 0.00210
0.38315 0.00216 0.00240 0.00211
0.38376 0.00217 0.00241 0.00212
0.38437 0.00218 0.00243 0.00213
0.38499 0.00220 0.00244 0.00214
0.38560 0.00221 0.00245 0.00215
0.38621 0.00222 0.00247 0.00215
0.38683 0.00223 0.00247 0.00216
0.38744 0.00223 0.00249 0.00217
0.38806 0.00224 0.00250 0.00218
0.38868 0.00225 0.00251 0.00218
0.38930 0.00226 0.00252 0.00219
0.38992 0.00228 0.00253 0.00220
0.39054 0.00229 0.00253 0.00221
0.39116 0.00230 0.00254 0.00222
0.39179 0.00231 0.00256 0.00222
0.39241 0.00232 0.00257 0.00223
0.39304 0.00233 0.00258 0.00224
0.39366 0.00235 0.00259 0.00225
0.39429 0.00235 0.00261 0.00227
0.39492 0.00236 0.00262 0.00227
0.39555 0.00237 0.00263 0.00228
0.39618 0.00238 0.00264 0.00229
0.39681 0.00239 0.00266 0.00230
0.39744 0.00241 0.00267 0.00231
0.39807 0.00242 0.00268 0.00232
0.39871 0.00243 0.00270 0.00233
0.39934 0.00244 0.00270 0.00233
0.39998 0.00245 0.00272 0.00235
0.40061 0.00246 0.00273 0.00237
0.40125 0.00247 0.00274 0.00238
0.40189 0.00249 0.00276 0.00239
0.40253 0.00250 0.00277 0.00239
0.40317 0.00251 0.00278 0.00240
0.40382 0.00252 0.00279 0.00241
0.40446 0.00253 0.00281 0.00242
0.40510 0.00254 0.00282 0.00243
0.40575 0.00255 0.00283 0.00244
0.40640 0.00256 0.00284 0.00245
0.40704 0.00258 0.00286 0.00246
0.40769 0.00259 0.00287 0.00246
0.40834 0.00260 0.00289 0.00247
0.40899 0.00261 0.00290 0.00248
0.40964 0.00262 0.00292 0.00250
0.41030 0.00263 0.00292 0.00251
0.41095 0.00265 0.00294 0.00252
0.41160 0.00266 0.00295 0.00253
0.41226 0.00267 0.00297 0.00254
0.41292 0.00268 0.00298 0.00255
0.41357 0.00269 0.00299 0.00256
0.41423 0.00270 0.00300 0.00258
0.41489 0.00271 0.00302 0.00261
0.41555 0.00272 0.00303 0.00262
0.41622 0.00273 0.00304 0.00263
0.41688 0.00274 0.00305 0.00264
0.41754 0.00275 0.00306 0.00266
0.41821 0.00277 0.00307 0.00267
0.41887 0.00278 0.00309 0.00269
0.41954 0.00279 0.00310 0.00270
0.42021 0.00280 0.00312 0.00271
0.42088 0.00282 0.00313 0.00273
0.42155 0.00283 0.00315 0.00273
0.42222 0.00285 0.00316 0.00275
0.42289 0.00286 0.00317 0.00276
0.42357 0.00287 0.00318 0.00278
0.42424 0.00288 0.00319 0.00279
0.42492 0.00289 0.00320 0.00281
0.42559 0.00289 0.00322 0.00282
0.42627 0.00291 0.00323 0.00283
0.42695 0.00292 0.00324 0.00284
0.42763 0.00294 0.00326 0.00286
0.42831 0.00295 0.00327 0.00287
0.42900 0.00297 0.00329 0.00288
0.42968 0.00299 0.00331 0.00289
0.43036 0.00300 0.00332 0.00289
0.43105 0.00301 0.00333 0.00291
0.43173 0.00302 0.00335 0.00294
0.43242 0.00303 0.00337 0.00295
0.43311 0.00305 0.00338 0.00297
0.43380 0.00306 0.00339 0.00297
0.43449 0.00308 0.00341 0.00298
0.43518 0.00309 0.00342 0.00300
0.43588 0.00310 0.00344 0.00301
0.43657 0.00312 0.00345 0.00302
0.43727 0.00314 0.00346 0.00304
0.43796 0.00315 0.00348 0.00306
0.43866 0.00316 0.00350 0.00307
0.43936 0.00318 0.00352 0.00309
0.44006 0.00320 0.00353 0.00311
0.44076 0.00321 0.00355 0.00312
0.44146 0.00323 0.00357 0.00313
0.44217 0.00324 0.00358 0.00315
0.44287 0.00325 0.00361 0.00316
0.44358 0.00327 0.00362 0.00317
0.44428 0.00327 0.00363 0.00319
0.44499 0.00329 0.00365 0.00319
0.44570 0.00331 0.00367 0.00321
0.44641 0.00331 0.00368 0.00322
0.44712 0.00332 0.00370 0.00324
0.44783 0.00333 0.00372 0.00326
0.44855 0.00335 0.00374 0.00328
0.44926 0.00336 0.00376 0.00331
0.44998 0.00337 0.00377 0.00332
0.45069 0.00339 0.00378 0.00333
0.45141 0.00340 0.00379 0.00335
0.45213 0.00342 0.00381 0.00336
0.45285 0.00343 0.00382 0.00338
0.45357 0.00345 0.00383 0.00340
0.45430 0.00346 0.00385 0.00341
0.45502 0.00347 0.00386 0.00342
0.45574 0.00349 0.00388 0.00344
0.45647 0.00352 0.00390 0.00345
0.45720 0.00354 0.00391 0.00346
0.45793 0.00356 0.00393 0.00348
0.45865 0.00358 0.00394 0.00349
0.45938 0.00360 0.00396 0.00351
0.46012 0.00361 0.00398 0.00354
0.46085 0.00363 0.00399 0.00356
0.46158 0.00365 0.00400 0.00358
0.46232 0.00366 0.00401 0.00360
0.46306 0.00368 0.00402 0.00362
0.46379 0.00370 0.00404 0.00363
0.46453 0.00372 0.00406 0.00364
0.46527 0.00373 0.00408 0.00367
0.46601 0.00374 0.00410 0.00368
0.46676 0.00376 0.00411 0.00370
0.46750 0.00379 0.00412 0.00371
0.46824 0.00381 0.00415 0.00374
0.46899 0.00382 0.00416 0.00375
0.46974 0.00384 0.00418 0.00377
0.47048 0.00385 0.00420 0.00379
0.47124 0.00387 0.00422 0.00380
0.47198 0.00388 0.00423 0.00383
0.47274 0.00390 0.00424 0.00386
0.47349 0.00392 0.00426 0.00387
0.47424 0.00394 0.00429 0.00390
0.47500 0.00397 0.00431 0.00393
0.47576 0.00399 0.00432 0.00396
0.47651 0.00401 0.00434 0.00399
0.47727 0.00402 0.00436 0.00400
0.47803 0.00403 0.00438 0.00400
0.47880 0.00405 0.00440 0.00402
0.47956 0.00406 0.00442 0.00402
0.48032 0.00409 0.00443 0.00405
0.48109 0.00411 0.00445 0.00406
0.48185 0.00413 0.00447 0.00407
0.48262 0.00415 0.00449 0.00409
0.48339 0.00416 0.00450 0.00410
0.48416 0.00418 0.00452 0.00412
0.48493 0.00420 0.00453 0.00414
0.48570 0.00422 0.00455 0.00416
0.48648 0.00424 0.00457 0.00417
0.48725 0.00426 0.00460 0.00419
0.48803 0.00429 0.00461 0.00421
0.48881 0.00430 0.00463 0.00423
0.48958 0.00432 0.00465 0.00425
0.49036 0.00435 0.00467 0.00428
0.49115 0.00437 0.00469 0.00430
0.49193 0.00438 0.00470 0.00431
0.49271 0.00440 0.00472 0.00434
0.49350 0.00442 0.00474 0.00435
0.49428 0.00444 0.00475 0.00436
0.49507 0.00446 0.00477 0.00439
0.49586 0.00448 0.00479 0.00441
0.49665 0.00450 0.00481 0.00443
0.49744 0.00453 0.00484 0.00446
0.49823 0.00455 0.00486 0.00448
0.49903 0.00458 0.00488 0.00450
0.49982 0.00460 0.00490 0.00451
0.50062 0.00462 0.00491 0.00452
0.50141 0.00464 0.00493 0.00453
0.50221 0.00466 0.00495 0.00455
0.50301 0.00468 0.00497 0.00457
0.50381 0.00470 0.00500 0.00460
0.50462 0.00473 0.00502 0.00461
0.50542 0.00476 0.00504 0.00463
0.50623 0.00478 0.00506 0.00464
0.50703 0.00480 0.00508 0.00465
0.50784 0.00483 0.00510 0.00466
0.50865 0.00486 0.00513 0.00469
0.50946 0.00488 0.00515 0.00471
0.51027 0.00490 0.00517 0.00472
0.51108 0.00493 0.00518 0.00474
0.51190 0.00496 0.00520 0.00476
0.51271 0.00498 0.00522 0.00478
0.51353 0.00500 0.00523 0.00480
0.51435 0.00502 0.00526 0.00482
0.51517 0.00504 0.00527 0.00484
0.51599 0.00507 0.00530 0.00486
0.51681 0.00509 0.00532 0.00488
0.51763 0.00512 0.00534 0.00490
0.51846 0.00514 0.00537 0.00492
0.51928 0.00515 0.00539 0.00494
0.52011 0.00517 0.00542 0.00497
0.52094 0.00519 0.00543 0.00499
0.52177 0.00522 0.00544 0.00502
0.52260 0.00525 0.00548 0.00504
0.52343 0.00528 0.00550 0.00506
0.52427 0.00531 0.00552 0.00507
0.52510 0.00533 0.00554 0.00510
0.52594 0.00536 0.00556 0.00512
0.52678 0.00539 0.00558 0.00513
0.52762 0.00541 0.00561 0.00515
0.52846 0.00543 0.00562 0.00519
0.52930 0.00546 0.00564 0.00521
0.53014 0.00547 0.00567 0.00523
0.53099 0.00550 0.00569 0.00525
0.53183 0.00553 0.00572 0.00529
0.53268 0.00555 0.00574 0.00531
0.53353 0.00557 0.00576 0.00532
0.53438 0.00560 0.00580 0.00534
0.53523 0.00565 0.00582 0.00537
0.53608 0.00567 0.00584 0.00538
0.53694 0.00570 0.00587 0.00541
0.53779 0.00574 0.00589 0.00544
0.53865 0.00576 0.00592 0.00547
0.53951 0.00578 0.00594 0.00548
0.54036 0.00581 0.00596 0.00549
0.54122 0.00584 0.00599 0.00551
0.54209 0.00586 0.00601 0.00554
0.54295 0.00590 0.00603 0.00555
0.54382 0.00592 0.00606 0.00557
0.54468 0.00596 0.00608 0.00558
0.54555 0.00598 0.00611 0.00560
0.54642 0.00602 0.00615 0.00562
0.54729 0.00605 0.00617 0.00564
0.54816 0.00608 0.00620 0.00566
0.54903 0.00610 0.00623 0.00567
0.54991 0.00613 0.00624 0.00570
0.55078 0.00616 0.00627 0.00573
0.55166 0.00619 0.00630 0.00577
0.55254 0.00622 0.00631 0.00578
0.55342 0.00625 0.00634 0.00580
0.55430 0.00627 0.00635 0.00585
0.55519 0.00630 0.00637 0.00588
0.55607 0.00633 0.00640 0.00591
0.55696 0.00634 0.00642 0.00594
0.55784 0.00637 0.00645 0.00596
0.55873 0.00640 0.00650 0.00601
0.55962 0.00643 0.00653 0.00604
0.56051 0.00647 0.00656 0.00607
0.56141 0.00648 0.00660 0.00608
0.56230 0.00652 0.00663 0.00610
0.56320 0.00655 0.00666 0.00614
0.56409 0.00657 0.00668 0.00617
0.56499 0.00662 0.00671 0.00619
0.56589 0.00664 0.00674 0.00622
0.56679 0.00667 0.00676 0.00624
0.56770 0.00670 0.00680 0.00627
0.56860 0.00673 0.00683 0.00629
0.56951 0.00677 0.00686 0.00631
0.57041 0.00680 0.00688 0.00634
0.57132 0.00682 0.00690 0.00635
0.57223 0.00686 0.00693 0.00638
0.57314 0.00689 0.00695 0.00642
0.57406 0.00691 0.00699 0.00645
0.57497 0.00694 0.00702 0.00648
0.57589 0.00697 0.00704 0.00652
0.57681 0.00700 0.00707 0.00654
0.57772 0.00703 0.00710 0.00657
0.57864 0.00708 0.00713 0.00659
0.57957 0.00711 0.00716 0.00663
0.58049 0.00713 0.00719 0.00667
0.58141 0.00716 0.00722 0.00669
0.58234 0.00718 0.00726 0.00671
0.58327 0.00722 0.00729 0.00675
0.58420 0.00725 0.00732 0.00679
0.58513 0.00728 0.00735 0.00683
0.58606 0.00730 0.00737 0.00687
0.58699 0.00732 0.00742 0.00688
0.58793 0.00735 0.00745 0.00691
0.58886 0.00738 0.00749 0.00695
0.58980 0.00743 0.00752 0.00697
0.59074 0.00747 0.00755 0.00700
0.59168 0.00750 0.00758 0.00702
0.59263 0.00753 0.00761 0.00704
0.59357 0.00756 0.00763 0.00709
0.59452 0.00759 0.00766 0.00711
0.59546 0.00764 0.00770 0.00713
0.59641 0.00767 0.00773 0.00714
0.59736 0.00771 0.00776 0.00716
0.59831 0.00776 0.00778 0.00721
0.59927 0.00781 0.00781 0.00723
0.60022 0.00783 0.00784 0.00726
0.60118 0.00787 0.00788 0.00730
0.60213 0.00790 0.00791 0.00733
0.60309 0.00794 0.00793 0.00735
0.60405 0.00795 0.00796 0.00739
0.60502 0.00798 0.00798 0.00742
0.60598 0.00802 0.00802 0.00745
0.60694 0.00807 0.00806 0.00748
0.60791 0.00809 0.00809 0.00752
0.60888 0.00811 0.00813 0.00756
0.60985 0.00814 0.00816 0.00758
0.61082 0.00818 0.00819 0.00762
0.61179 0.00822 0.00822 0.00764
0.61277 0.00828 0.00826 0.00767
0.61375 0.00832 0.00829 0.00772
0.61472 0.00835 0.00832 0.00774
0.61570 0.00840 0.00835 0.00779
0.61668 0.00843 0.00837 0.00782
0.61767 0.00845 0.00840 0.00786
0.61865 0.00850 0.00843 0.00788
0.61964 0.00855 0.00847 0.00792
0.62062 0.00859 0.00850 0.00796
0.62161 0.00864 0.00855 0.00798
0.62260 0.00868 0.00858 0.00802
0.62359 0.00872 0.00862 0.00804
0.62459 0.00876 0.00866 0.00810
0.62558 0.00880 0.00870 0.00811
0.62658 0.00885 0.00874 0.00815
0.62758 0.00890 0.00877 0.00819
0.62858 0.00894 0.00881 0.00823
0.62958 0.00900 0.00885 0.00825
0.63058 0.00905 0.00888 0.00827
0.63158 0.00910 0.00892 0.00831
0.63259 0.00915 0.00895 0.00834
0.63360 0.00919 0.00899 0.00836
0.63461 0.00924 0.00902 0.00841
0.63562 0.00929 0.00906 0.00843
0.63663 0.00933 0.00909 0.00848
0.63765 0.00938 0.00913 0.00851
0.63866 0.00941 0.00918 0.00853
0.63968 0.00944 0.00921 0.00857
0.64070 0.00948 0.00925 0.00859
0.64172 0.00952 0.00928 0.00864
0.64274 0.00956 0.00932 0.00867
0.64376 0.00961 0.00937 0.00872
0.64479 0.00966 0.00940 0.00878
0.64582 0.00971 0.00943 0.00882
0.64685 0.00975 0.00947 0.00883
0.64788 0.00979 0.00952 0.00890
0.64891 0.00982 0.00956 0.00895
0.64994 0.00987 0.00960 0.00897
0.65098 0.00992 0.00964 0.00900
0.65201 0.00997 0.00968 0.00905
0.65305 0.01002 0.00971 0.00908
0.65409 0.01007 0.00975 0.00914
0.65514 0.01011 0.00979 0.00919
0.65618 0.01016 0.00983 0.00923
0.65722 0.01021 0.00987 0.00925
0.65827 0.01026 0.00989 0.00930
0.65932 0.01029 0.00993 0.00935
0.66037 0.01034 0.00997 0.00939
0.66142 0.01039 0.01001 0.00940
0.66248 0.01045 0.01006 0.00944
0.66353 0.01050 0.01011 0.00949
0.66459 0.01054 0.01016 0.00956
0.66565 0.01059 0.01019 0.00959
0.66671 0.01064 0.01023 0.00963
0.66777 0.01069 0.01027 0.00969
0.66883 0.01073 0.01032 0.00971
0.66990 0.01079 0.01036 0.00977
0.67097 0.01083 0.01039 0.00981
0.67203 0.01088 0.01043 0.00988
0.67310 0.01093 0.01047 0.00994
0.67418 0.01097 0.01051 0.00999
0.67525 0.01103 0.01055 0.01003
0.67633 0.01108 0.01058 0.01008
0.67740 0.01110 0.01063 0.01015
0.67848 0.01114 0.01068 0.01019
0.67956 0.01118 0.01072 0.01022
0.68065 0.01122 0.01077 0.01028
0.68173 0.01127 0.01080 0.01032
0.68282 0.01133 0.01085 0.01035
0.68390 0.01137 0.01090 0.01037
0.68499 0.01142 0.01094 0.01040
0.68608 0.01147 0.01098 0.01046
0.68718 0.01152 0.01104 0.01050
0.68827 0.01157 0.01109 0.01054
0.68937 0.01162 0.01112 0.01060
0.69047 0.01168 0.01115 0.01064
0.69157 0.01174 0.01120 0.01070
0.69267 0.01179 0.01126 0.01075
0.69377 0.01185 0.01131 0.01083
0.69488 0.01190 0.01136 0.01087
0.69598 0.01196 0.01139 0.01090
0.69709 0.01202 0.01143 0.01094
0.69820 0.01207 0.01146 0.01099
0.69932 0.01212 0.01151 0.01102
0.70043 0.01217 0.01155 0.01107
0.70154 0.01221 0.01160 0.01114
0.70266 0.01226 0.01164 0.01117
0.70378 0.01231 0.01170 0.01122
0.70490 0.01236 0.01174 0.01126
0.70603 0.01241 0.01177 0.01131
0.70715 0.01245 0.01183 0.01138
0.70828 0.01252 0.01190 0.01142
0.70940 0.01257 0.01195 0.01148
0.71054 0.01264 0.01202 0.01152
0.71167 0.01271 0.01207 0.01157
0.71280 0.01276 0.01213 0.01162
0.71394 0.01283 0.01218 0.01168
0.71507 0.01289 0.01222 0.01173
0.71621 0.01293 0.01226 0.01179
0.71735 0.01302 0.01231 0.01183
0.71850 0.01310 0.01235 0.01188
0.71964 0.01317 0.01239 0.01193
0.72079 0.01322 0.01244 0.01199
0.72194 0.01330 0.01251 0.01206
0.72309 0.01334 0.01256 0.01211
0.72424 0.01341 0.01261 0.01214
0.72539 0.01348 0.01266 0.01219
0.72655 0.01355 0.01271 0.01223
0.72770 0.01363 0.01276 0.01229
0.72886 0.01370 0.01283 0.01236
0.73003 0.01376 0.01289 0.01243
0.73119 0.01382 0.01293 0.01248
0.73235 0.01389 0.01299 0.01256
0.73352 0.01392 0.01304 0.01262
0.73469 0.01398 0.01310 0.01269
0.73586 0.01404 0.01316 0.01275
0.73703 0.01411 0.01319 0.01280
0.73820 0.01417 0.01326 0.01285
0.73938 0.01423 0.01330 0.01291
0.74056 0.01428 0.01334 0.01296
0.74174 0.01435 0.01341 0.01297
0.74292 0.01441 0.01347 0.01301
0.74410 0.01445 0.01353 0.01306
0.74529 0.01450 0.01363 0.01310
0.74647 0.01457 0.01370 0.01317
0.74766 0.01467 0.01377 0.01325
0.74886 0.01472 0.01382 0.01331
0.75005 0.01479 0.01389 0.01338
0.75124 0.01486 0.01396 0.01349
0.75244 0.01491 0.01402 0.01353
0.75364 0.01498 0.01409 0.01357
0.75484 0.01504 0.01416 0.01363
0.75604 0.01509 0.01423 0.01370
0.75725 0.01515 0.01429 0.01379
0.75845 0.01522 0.01435 0.01385
0.75966 0.01528 0.01442 0.01391
0.76087 0.01535 0.01448 0.01394
0.76208 0.01540 0.01456 0.01399
0.76330 0.01547 0.01462 0.01402
0.76451 0.01557 0.01470 0.01405
0.76573 0.01566 0.01481 0.01412
0.76695 0.01571 0.01488 0.01419
0.76817 0.01580 0.01495 0.01424
0.76940 0.01585 0.01501 0.01429
0.77062 0.01592 0.01510 0.01435
0.77185 0.01604 0.01517 0.01444
0.77308 0.01612 0.01522 0.01449
0.77431 0.01619 0.01527 0.01455
0.77554 0.01627 0.01534 0.01465
0.77678 0.01635 0.01539 0.01470
0.77802 0.01642 0.01543 0.01476
0.77926 0.01647 0.01552 0.01479
0.78050 0.01655 0.01558 0.01487
0.78174 0.01662 0.01563 0.01494
0.78299 0.01669 0.01569 0.01501
0.78423 0.01678 0.01577 0.01508
0.78548 0.01687 0.01583 0.01514
0.78673 0.01694 0.01587 0.01523
0.78799 0.01703 0.01593 0.01534
0.78924 0.01711 0.01601 0.01539
0.79050 0.01720 0.01610 0.01546
0.79176 0.01729 0.01617 0.01556
0.79302 0.01737 0.01624 0.01559
0.79428 0.01745 0.01632 0.01565
0.79555 0.01752 0.01638 0.01570
0.79682 0.01759 0.01647 0.01583
0.79808 0.01769 0.01651 0.01592
0.79936 0.01778 0.01662 0.01601
0.80063 0.01788 0.01670 0.01605
0.80190 0.01797 0.01678 0.01612
0.80318 0.01806 0.01684 0.01618
0.80446 0.01816 0.01691 0.01624
0.80574 0.01824 0.01699 0.01630
0.80703 0.01839 0.01706 0.01639
0.80831 0.01846 0.01713 0.01649
0.80960 0.01854 0.01721 0.01659
0.81089 0.01863 0.01727 0.01669
0.81218 0.01874 0.01734 0.01678
0.81347 0.01879 0.01743 0.01681
0.81477 0.01886 0.01752 0.01687
0.81607 0.01892 0.01757 0.01692
0.81737 0.01900 0.01766 0.01698
0.81867 0.01907 0.01774 0.01704
0.81998 0.01913 0.01779 0.01710
0.82128 0.01923 0.01786 0.01717
0.82259 0.01930 0.01792 0.01724
0.82390 0.01939 0.01799 0.01731
0.82521 0.01949 0.01806 0.01739
0.82653 0.01957 0.01815 0.01747
0.82784 0.01965 0.01827 0.01750
0.82916 0.01975 0.01836 0.01757
0.83048 0.01987 0.01844 0.01762
0.83181 0.01996 0.01850 0.01774
0.83313 0.02003 0.01857 0.01781
0.83446 0.02013 0.01867 0.01790
0.83579 0.02024 0.01875 0.01797
0.83712 0.02036 0.01883 0.01809
0.83845 0.02044 0.01890 0.01816
0.83979 0.02053 0.01895 0.01823
0.84113 0.02062 0.01904 0.01833
0.84247 0.02073 0.01911 0.01836
0.84381 0.02083 0.01920 0.01844
0.84515 0.02095 0.01929 0.01851
0.84650 0.02103 0.01934 0.01861
0.84785 0.02111 0.01940 0.01869
0.84920 0.02121 0.01946 0.01878
0.85055 0.02130 0.01952 0.01889
0.85191 0.02144 0.01959 0.01897
0.85326 0.02153 0.01969 0.01906
0.85462 0.02163 0.01980 0.01913
0.85598 0.02173 0.01988 0.01921
0.85735 0.02181 0.01998 0.01933
0.85871 0.02195 0.02009 0.01943
0.86008 0.02203 0.02020 0.01951
0.86145 0.02214 0.02030 0.01962
0.86282 0.02222 0.02038 0.01969
0.86420 0.02233 0.02050 0.01978
0.86557 0.02244 0.02057 0.01985
0.86695 0.02255 0.02064 0.01994
0.86833 0.02266 0.02073 0.02002
0.86972 0.02273 0.02084 0.02013
0.87110 0.02285 0.02093 0.02021
0.87249 0.02295 0.02101 0.02027
0.87388 0.02305 0.02110 0.02037
0.87527 0.02315 0.02122 0.02049
0.87667 0.02327 0.02130 0.02058
0.87806 0.02338 0.02138 0.02067
0.87946 0.02345 0.02144 0.02077
0.88086 0.02356 0.02156 0.02086
0.88226 0.02367 0.02165 0.02092
0.88367 0.02379 0.02173 0.02102
0.88508 0.02391 0.02181 0.02112
0.88649 0.02405 0.02188 0.02119
0.88790 0.02416 0.02197 0.02127
0.88931 0.02427 0.02209 0.02134
0.89073 0.02437 0.02218 0.02146
0.89215 0.02448 0.02228 0.02154
0.89357 0.02457 0.02236 0.02162
0.89499 0.02468 0.02248 0.02168
0.89642 0.02479 0.02255 0.02174
0.89785 0.02491 0.02261 0.02182
0.89928 0.02502 0.02270 0.02192
0.90071 0.02515 0.02280 0.02204
0.90215 0.02525 0.02289 0.02214
0.90358 0.02533 0.02297 0.02225
0.90502 0.02544 0.02306 0.02229
0.90646 0.02556 0.02317 0.02241
0.90791 0.02568 0.02327 0.02249
0.90936 0.02577 0.02337 0.02260
0.91080 0.02587 0.02349 0.02264
0.91225 0.02600 0.02361 0.02269
0.91371 0.02613 0.02373 0.02278
0.91516 0.02626 0.02382 0.02290
0.91662 0.02639 0.02393 0.02302
0.91808 0.02652 0.02406 0.02314
0.91954 0.02664 0.02416 0.02322
0.92101 0.02674 0.02425 0.02327
0.92248 0.02685 0.02433 0.02334
0.92395 0.02697 0.02444 0.02343
0.92542 0.02713 0.02452 0.02346
0.92689 0.02723 0.02465 0.02359
0.92837 0.02737 0.02476 0.02370
0.92985 0.02750 0.02486 0.02379
0.93133 0.02763 0.02496 0.02389
0.93281 0.02774 0.02505 0.02401
0.93430 0.02789 0.02513 0.02409
0.93578 0.02800 0.02526 0.02422
0.93728 0.02814 0.02535 0.02432
0.93877 0.02825 0.02549 0.02447
0.94026 0.02836 0.02561 0.02456
0.94176 0.02851 0.02573 0.02465
0.94326 0.02863 0.02584 0.02479
0.94476 0.02877 0.02593 0.02487
0.94627 0.02888 0.02600 0.02497
0.94778 0.02899 0.02608 0.02508
0.94929 0.02912 0.02618 0.02514
0.95080 0.02926 0.02628 0.02522
0.95231 0.02938 0.02638 0.02534
0.95383 0.02949 0.02650 0.02547
0.95535 0.02963 0.02664 0.02557
0.95687 0.02978 0.02677 0.02571
0.95840 0.02991 0.02685 0.02587
0.95992 0.03003 0.02701 0.02604
0.96145 0.03017 0.02712 0.02616
0.96298 0.03027 0.02723 0.02625
0.96452 0.03039 0.02737 0.02634
0.96605 0.03048 0.02751 0.02646
0.96759 0.03066 0.02761 0.02659
0.96913 0.03078 0.02772 0.02671
0.97068 0.03089 0.02781 0.02683
0.97223 0.03100 0.02794 0.02702
0.97377 0.03114 0.02807 0.02711
0.97532 0.03127 0.02821 0.02723
0.97688 0.03139 0.02829 0.02731
0.97844 0.03152 0.02841 0.02741
0.97999 0.03165 0.02856 0.02753
0.98155 0.03181 0.02868 0.02765
0.98312 0.03197 0.02879 0.02775
0.98468 0.03208 0.02894 0.02788
0.98625 0.03224 0.02907 0.02800
0.98782 0.03240 0.02920 0.02808
0.98940 0.03252 0.02934 0.02825
0.99097 0.03268 0.02945 0.02834
0.99255 0.03285 0.02960 0.02846
0.99413 0.03297 0.02972 0.02857
0.99572 0.03308 0.02982 0.02875
0.99730 0.03319 0.02996 0.02889
0.99889 0.03330 0.03010 0.02907
1.00048 0.03344 0.03021 0.02922
1.00208 0.03358 0.03030 0.02937
1.00367 0.03375 0.03046 0.02951
1.00527 0.03387 0.03060 0.02963
1.00687 0.03404 0.03070 0.02975
1.00848 0.03419 0.03082 0.02993
1.01008 0.03432 0.03097 0.03004
1.01169 0.03447 0.03110 0.03020
1.01330 0.03464 0.03125 0.03044
1.01492 0.03482 0.03135 0.03052
1.01654 0.03498 0.03148 0.03060
1.01815 0.03514 0.03159 0.03073
1.01978 0.03530 0.03171 0.03083
1.02140 0.03546 0.03187 0.03094
1.02303 0.03561 0.03203 0.03105
1.02466 0.03576 0.03216 0.03114
1.02629 0.03592 0.03226 0.03128
1.02792 0.03608 0.03238 0.03136
1.02956 0.03622 0.03253 0.03149
1.03120 0.03637 0.03270 0.03159
1.03285 0.03651 0.03280 0.03174
1.03449 0.03666 0.03293 0.03189
1.03614 0.03680 0.03309 0.03207
1.03779 0.03699 0.03323 0.03220
1.03944 0.03717 0.03336 0.03237
1.04110 0.03737 0.03348 0.03250
1.04276 0.03752 0.03360 0.03262
1.04442 0.03774 0.03374 0.03269
1.04608 0.03795 0.03391 0.03279
1.04775 0.03815 0.03406 0.03296
1.04942 0.03829 0.03421 0.03311
1.05109 0.03852 0.03439 0.03321
1.05276 0.03872 0.03455 0.03335
1.05444 0.03886 0.03468 0.03349
1.05612 0.03906 0.03482 0.03365
1.05780 0.03920 0.03496 0.03377
1.05949 0.03938 0.03510 0.03388
1.06117 0.03957 0.03525 0.03406
1.06287 0.03973 0.03544 0.03414
1.06456 0.03984 0.03557 0.03434
1.06625 0.04006 0.03568 0.03447
1.06795 0.04021 0.03583 0.03455
1.06965 0.04044 0.03595 0.03471
1.07136 0.04062 0.03613 0.03479
1.07306 0.04075 0.03629 0.03495
1.07477 0.04093 0.03644 0.03506
1.07649 0.04112 0.03659 0.03518
1.07820 0.04126 0.03676 0.03534
1.07992 0.04146 0.03687 0.03545
1.08164 0.04163 0.03703 0.03564
1.08336 0.04183 0.03715 0.03580
1.08509 0.04206 0.03731 0.03590
1.08682 0.04222 0.03746 0.03606
1.08855 0.04236 0.03762 0.03619
1.09028 0.04257 0.03779 0.03634
1.09202 0.04270 0.03791 0.03649
1.09376 0.04285 0.03809 0.03658
1.09550 0.04306 0.03828 0.03668
1.09725 0.04322 0.03848 0.03684
1.09899 0.04340 0.03863 0.03703
1.10074 0.04359 0.03883 0.03723
1.10250 0.04380 0.03898 0.03740
1.10425 0.04398 0.03917 0.03762
1.10601 0.04420 0.03931 0.03772
1.10777 0.04437 0.03947 0.03779
1.10954 0.04456 0.03964 0.03793
1.11131 0.04473 0.03979 0.03810
1.11308 0.04486 0.03995 0.03830
1.11485 0.04506 0.04013 0.03845
1.11663 0.04522 0.04027 0.03856
1.11840 0.04541 0.04042 0.03870
1.12019 0.04560 0.04060 0.03886
1.12197 0.04576 0.04072 0.03909
1.12376 0.04594 0.04091 0.03924
1.12555 0.04612 0.04107 0.03937
1.12734 0.04632 0.04122 0.03952
