# k j freq[thz] 1/tau_3ph[tHz] 1/tau_iso[thz]
1.78000000e+02 3.00000000e+00 1.89142970e+00 1.00780241e-01 2.67966556e-03
1.78000000e+02 4.00000000e+00 2.31864229e+00 1.48540295e-01 9.21578303e-03
1.78000000e+02 5.00000000e+00 2.31864229e+00 1.48540295e-01 9.21578303e-03
1.78000000e+02 6.00000000e+00 2.68020943e+00 4.37361138e-01 1.39700112e-03
1.79000000e+02 1.00000000e+00 7.94454796e-01 5.34745060e-02 1.01419093e-04
1.79000000e+02 2.00000000e+00 8.04668709e-01 4.77320134e-02 1.10069469e-04
1.79000000e+02 3.00000000e+00 1.96657256e+00 1.07105600e-01 2.28910845e-03
1.79000000e+02 4.00000000e+00 2.30484586e+00 1.51834003e-01 9.33674137e-03
1.79000000e+02 5.00000000e+00 2.31941875e+00 1.47626316e-01 9.40614686e-03
1.79000000e+02 6.00000000e+00 2.60934760e+00 3.48881834e-01 1.58095239e-03
1.80000000e+02 1.00000000e+00 8.47889722e-01 7.78300969e-02 1.37749162e-04
1.80000000e+02 2.00000000e+00 8.86730773e-01 5.27768542e-02 1.73261513e-04
1.80000000e+02 3.00000000e+00 2.03691576e+00 1.18295597e-01 2.67941315e-03
1.80000000e+02 4.00000000e+00 2.25456775e+00 1.57920004e-01 6.26338881e-03
1.80000000e+02 5.00000000e+00 2.31485892e+00 1.55359837e-01 9.03138154e-03
1.80000000e+02 6.00000000e+00 2.57078235e+00 2.87909804e-01 1.59031653e-03
1.81000000e+02 1.00000000e+00 9.11454620e-01 1.15394024e-01 2.01419254e-04
1.81000000e+02 2.00000000e+00 9.92974060e-01 6.42256633e-02 3.63806042e-04
1.81000000e+02 3.00000000e+00 2.09671527e+00 1.25164905e-01 3.12640889e-03
1.81000000e+02 4.00000000e+00 2.18373889e+00 1.64509129e-01 5.05654505e-03
1.81000000e+02 5.00000000e+00 2.30450110e+00 1.63411776e-01 9.21512160e-03
1.81000000e+02 6.00000000e+00 2.55404497e+00 2.71334341e-01 1.63016281e-03
1.82000000e+02 1.00000000e+00 9.82148571e-01 1.57882106e-01 3.21961153e-04
1.82000000e+02 2.00000000e+00 1.11609564e+00 9.02111844e-02 5.44447004e-04
1.82000000e+02 3.00000000e+00 2.07272591e+00 1.44528721e-01 3.26319415e-03
1.82000000e+02 4.00000000e+00 2.18020434e+00 1.51831698e-01 4.85924049e-03
1.82000000e+02 5.00000000e+00 2.28795858e+00 1.64732433e-01 8.63638281e-03
1.82000000e+02 6.00000000e+00 2.54390300e+00 2.69105118e-01 1.65251617e-03
1.83000000e+02 1.00000000e+00 1.05719850e+00 1.61637321e-01 4.63242537e-04
1.83000000e+02 2.00000000e+00 1.25003071e+00 1.00220083e-01 7.65026443e-04
1.83000000e+02 3.00000000e+00 1.98564533e+00 1.43880131e-01 2.43356891e-03
1.83000000e+02 4.00000000e+00 2.23108204e+00 1.58931977e-01 5.53656745e-03
1.83000000e+02 5.00000000e+00 2.26500950e+00 1.63788359e-01 6.64197737e-03
1.83000000e+02 6.00000000e+00 2.53196229e+00 3.05719710e-01 1.66615757e-03
1.84000000e+02 1.00000000e+00 1.13430500e+00 1.66292785e-01 5.70502185e-04
1.84000000e+02 2.00000000e+00 1.38992265e+00 1.00207630e-01 1.06485861e-03
1.84000000e+02 3.00000000e+00 1.89633729e+00 1.37857637e-01 2.72982158e-03
1.84000000e+02 4.00000000e+00 2.23557293e+00 1.60480414e-01 5.64523663e-03
1.84000000e+02 5.00000000e+00 2.27894084e+00 1.59896387e-01 8.08275657e-03
1.84000000e+02 6.00000000e+00 2.51473024e+00 3.73792650e-01 1.70394450e-03
1.85000000e+02 1.00000000e+00 1.21175926e+00 1.73269986e-01 6.94490627e-04
1.85000000e+02 2.00000000e+00 1.53060005e+00 1.00068948e-01 1.53569461e-03
1.85000000e+02 3.00000000e+00 1.81176297e+00 1.21787104e-01 3.64327904e-03
1.85000000e+02 4.00000000e+00 2.19968782e+00 1.62047503e-01 4.89740558e-03
1.85000000e+02 5.00000000e+00 2.31979949e+00 1.56266603e-01 9.04505875e-03
1.85000000e+02 6.00000000e+00 2.49088779e+00 4.26504709e-01 1.85437624e-03
1.86000000e+02 1.00000000e+00 1.28844906e+00 1.82718819e-01 8.36125847e-04
1.86000000e+02 2.00000000e+00 1.64740501e+00 1.09903153e-01 2.22760009e-03
1.86000000e+02 3.00000000e+00 1.75521021e+00 9.06273223e-02 1.29289093e-03
1.86000000e+02 4.00000000e+00 2.15745613e+00 1.67562849e-01 4.28089728e-03
1.86000000e+02 5.00000000e+00 2.35283357e+00 1.54584832e-01 7.63222139e-03
1.86000000e+02 6.00000000e+00 2.46006917e+00 4.75502130e-01 2.33803222e-03
1.87000000e+02 1.00000000e+00 1.36374781e+00 1.91829226e-01 9.96128270e-04
1.87000000e+02 2.00000000e+00 1.61890678e+00 9.49766832e-02 1.96105367e-03
1.87000000e+02 3.00000000e+00 1.84617310e+00 9.83903341e-02 3.23650836e-03
1.87000000e+02 4.00000000e+00 2.10904871e+00 1.78018300e-01 3.93022284e-03
1.87000000e+02 5.00000000e+00 2.37785721e+00 1.50095836e-01 1.55509981e-02
1.87000000e+02 6.00000000e+00 2.42236733e+00 5.00075011e-01 6.40797092e-03
1.88000000e+02 1.00000000e+00 1.43733176e+00 1.98495011e-01 1.35869626e-03
1.88000000e+02 2.00000000e+00 1.54340416e+00 6.97753930e-02 1.55942409e-03
1.88000000e+02 3.00000000e+00 1.98422432e+00 1.23253802e-01 2.52508399e-03
1.88000000e+02 4.00000000e+00 2.05472041e+00 1.92590282e-01 3.73027855e-03
1.88000000e+02 5.00000000e+00 2.37720966e+00 5.69369082e-01 1.48420284e-02
1.88000000e+02 6.00000000e+00 2.39591668e+00 1.38393364e-01 1.41651958e-02
1.89000000e+02 1.00000000e+00 1.46511049e+00 5.18287784e-02 9.94911921e-04
1.89000000e+02 2.00000000e+00 1.50890410e+00 2.04022092e-01 1.38462406e-03
1.89000000e+02 3.00000000e+00 1.99492689e+00 2.14635570e-01 2.48999128e-03
1.89000000e+02 4.00000000e+00 2.12283315e+00 1.48176247e-01 3.81860974e-03
1.89000000e+02 5.00000000e+00 2.32649684e+00 4.26424685e-01 9.13056096e-03
1.89000000e+02 6.00000000e+00 2.40622952e+00 1.33851607e-01 1.06631200e-02
1.90000000e+02 1.00000000e+00 1.38729048e+00 3.49816696e-02 1.06267936e-03
1.90000000e+02 2.00000000e+00 1.57764940e+00 2.02504167e-01 1.87109916e-03
1.90000000e+02 3.00000000e+00 1.93064249e+00 2.45268164e-01 2.87510405e-03
1.90000000e+02 4.00000000e+00 2.25179467e+00 2.47111269e-01 5.17252983e-03
1.90000000e+02 5.00000000e+00 2.27199166e+00 2.76092082e-01 7.98914227e-03
1.90000000e+02 6.00000000e+00 2.41337956e+00 1.43299118e-01 8.30400899e-03
1.91000000e+02 1.00000000e+00 1.31134417e+00 2.88347309e-02 8.86395812e-04
1.91000000e+02 2.00000000e+00 1.64056076e+00 1.86230143e-01 2.26878329e-03
1.91000000e+02 3.00000000e+00 1.86489211e+00 2.75810331e-01 3.58171216e-03
1.91000000e+02 4.00000000e+00 2.20470934e+00 2.85298565e-01 4.83318388e-03
1.91000000e+02 5.00000000e+00 2.35253078e+00 1.35678215e-01 7.70473392e-03
1.91000000e+02 6.00000000e+00 2.44371252e+00 2.37702463e-01 2.71971828e-03
1.92000000e+02 1.00000000e+00 1.23901935e+00 2.85538068e-02 7.46444603e-04
1.92000000e+02 2.00000000e+00 1.68245069e+00 1.96970980e-01 6.94198641e-04
1.92000000e+02 3.00000000e+00 1.81268633e+00 2.74311547e-01 4.75925925e-03
1.92000000e+02 4.00000000e+00 2.13538244e+00 2.43630880e-01 3.91715697e-03
1.92000000e+02 5.00000000e+00 2.36525395e+00 1.09323311e-01 8.60956204e-03
1.92000000e+02 6.00000000e+00 2.54566878e+00 3.35707907e-01 1.63303648e-03
1.93000000e+02 1.00000000e+00 8.15452228e-01 4.48153161e-02 1.14570829e-04
1.93000000e+02 2.00000000e+00 8.15452228e-01 4.48153161e-02 1.14570829e-04
1.93000000e+02 3.00000000e+00 2.03388186e+00 1.21045006e-01 2.66470200e-03
1.93000000e+02 4.00000000e+00 2.32502786e+00 1.46320336e-01 9.25727682e-03
1.93000000e+02 5.00000000e+00 2.32502786e+00 1.46320336e-01 9.25727682e-03
1.93000000e+02 6.00000000e+00 2.50705557e+00 2.09532909e-01 1.76743307e-03
1.94000000e+02 1.00000000e+00 8.50794706e-01 5.34882353e-02 1.40269360e-04
1.94000000e+02 2.00000000e+00 8.61167510e-01 4.75339392e-02 1.54142562e-04
1.94000000e+02 3.00000000e+00 2.09625059e+00 1.25296012e-01 3.36255535e-03
1.94000000e+02 4.00000000e+00 2.29567223e+00 1.47110961e-01 8.98465030e-03
1.94000000e+02 5.00000000e+00 2.32542958e+00 1.41072973e-01 9.39460518e-03
1.94000000e+02 6.00000000e+00 2.45142617e+00 1.60587622e-01 2.66355767e-03
1.95000000e+02 1.00000000e+00 8.98341718e-01 7.78349432e-02 1.85217190e-04
1.95000000e+02 2.00000000e+00 9.38169085e-01 5.33390228e-02 2.37189333e-04
1.95000000e+02 3.00000000e+00 2.14449012e+00 1.26219756e-01 3.25622863e-03
1.95000000e+02 4.00000000e+00 2.22031351e+00 1.42622631e-01 5.90001474e-03
1.95000000e+02 5.00000000e+00 2.32022519e+00 1.45706751e-01 9.08554137e-03
1.95000000e+02 6.00000000e+00 2.44824537e+00 1.55310372e-01 2.69671595e-03
1.96000000e+02 1.00000000e+00 9.55503058e-01 1.14610816e-01 2.65163840e-04
1.96000000e+02 2.00000000e+00 1.03992149e+00 6.24519900e-02 4.43465142e-04
1.96000000e+02 3.00000000e+00 2.09447882e+00 1.23210369e-01 3.24145563e-03
1.96000000e+02 4.00000000e+00 2.22436670e+00 1.58790650e-01 5.64544068e-03
1.96000000e+02 5.00000000e+00 2.30904295e+00 1.46548060e-01 9.11213336e-03
1.96000000e+02 6.00000000e+00 2.45603697e+00 1.57363346e-01 2.47732515e-03
1.97000000e+02 1.00000000e+00 1.01955362e+00 1.41758715e-01 4.15988951e-04
1.97000000e+02 2.00000000e+00 1.15951151e+00 7.73490919e-02 6.12067829e-04
1.97000000e+02 3.00000000e+00 1.99921991e+00 1.14467292e-01 2.30820932e-03
1.97000000e+02 4.00000000e+00 2.26883185e+00 1.62930666e-01 6.84919694e-03
1.97000000e+02 5.00000000e+00 2.29162804e+00 1.46679614e-01 8.77368824e-03
1.97000000e+02 6.00000000e+00 2.46053684e+00 1.78765836e-01 2.36372374e-03
1.98000000e+02 1.00000000e+00 1.08800513e+00 1.43904148e-01 5.03728836e-04
1.98000000e+02 2.00000000e+00 1.29100928e+00 7.88848833e-02 8.44674052e-04
1.98000000e+02 3.00000000e+00 1.90594263e+00 1.08430939e-01 2.69103712e-03
1.98000000e+02 4.00000000e+00 2.26783654e+00 1.43958010e-01 6.75902597e-03
1.98000000e+02 5.00000000e+00 2.30941469e+00 1.56612901e-01 9.14458539e-03
1.98000000e+02 6.00000000e+00 2.45867214e+00 2.17276526e-01 2.39168747e-03
1.99000000e+02 1.00000000e+00 1.15884598e+00 1.55998452e-01 6.08317302e-04
1.99000000e+02 2.00000000e+00 1.42950119e+00 7.64701384e-02 1.27464103e-03
1.99000000e+02 3.00000000e+00 1.81874813e+00 9.51483839e-02 4.10128857e-03
1.99000000e+02 4.00000000e+00 2.23762950e+00 1.46070485e-01 5.68172200e-03
1.99000000e+02 5.00000000e+00 2.34288647e+00 1.47651819e-01 7.46365642e-03
1.99000000e+02 6.00000000e+00 2.44977731e+00 2.73809067e-01 2.60124707e-03
2.00000000e+02 1.00000000e+00 1.23061318e+00 1.74218456e-01 7.28753673e-04
2.00000000e+02 2.00000000e+00 1.56848776e+00 7.57306111e-02 1.74372556e-03
2.00000000e+02 3.00000000e+00 1.74127588e+00 7.41004209e-02 1.04404434e-03
2.00000000e+02 4.00000000e+00 2.20102490e+00 1.52974669e-01 4.91790728e-03
2.00000000e+02 5.00000000e+00 2.36839278e+00 1.34530475e-01 9.42214712e-03
2.00000000e+02 6.00000000e+00 2.43391831e+00 3.29136839e-01 4.17316299e-03
2.01000000e+02 1.00000000e+00 1.30235940e+00 1.84791989e-01 8.63868266e-04
2.01000000e+02 2.00000000e+00 1.63553924e+00 7.08471190e-02 1.83786428e-03
2.01000000e+02 3.00000000e+00 1.74289775e+00 6.47865607e-02 1.10521867e-03
2.01000000e+02 4.00000000e+00 2.15813066e+00 1.66510147e-01 4.29046365e-03
2.01000000e+02 5.00000000e+00 2.38548092e+00 1.33825096e-01 1.00709765e-02
2.01000000e+02 6.00000000e+00 2.41162278e+00 3.66209149e-01 9.25219876e-03
2.02000000e+02 1.00000000e+00 1.37352103e+00 1.93091570e-01 1.01873531e-03
2.02000000e+02 2.00000000e+00 1.57380307e+00 4.66764065e-02 1.79058266e-03
2.02000000e+02 3.00000000e+00 1.87752535e+00 8.98295036e-02 2.85663333e-03
2.02000000e+02 4.00000000e+00 2.10913865e+00 1.77047868e-01 3.93155602e-03
2.02000000e+02 5.00000000e+00 2.38074121e+00 4.04408048e-01 1.34442749e-02
2.02000000e+02 6.00000000e+00 2.39675310e+00 1.23696395e-01 1.48758951e-02
2.03000000e+02 1.00000000e+00 1.44375630e+00 2.04618234e-01 1.38511608e-03
2.03000000e+02 2.00000000e+00 1.50487490e+00 3.08017385e-02 1.34970772e-03
2.03000000e+02 3.00000000e+00 2.02101779e+00 1.08303992e-01 2.43736604e-03
2.03000000e+02 4.00000000e+00 2.05437864e+00 1.92445735e-01 3.71616122e-03
2.03000000e+02 5.00000000e+00 2.34639704e+00 4.71606906e-01 7.80705816e-03
2.03000000e+02 6.00000000e+00 2.39767946e+00 1.03209399e-01 1.44588396e-02
2.04000000e+02 1.00000000e+00 1.43728379e+00 2.13972855e-02 1.33634227e-03
2.04000000e+02 2.00000000e+00 1.51266649e+00 2.04362318e-01 1.43287458e-03
2.04000000e+02 3.00000000e+00 1.99437827e+00 2.25855484e-01 2.50089799e-03
2.04000000e+02 4.00000000e+00 2.16261854e+00 1.55196362e-01 4.05832586e-03
2.04000000e+02 5.00000000e+00 2.30581419e+00 4.09332788e-01 9.75937500e-03
2.04000000e+02 6.00000000e+00 2.39202538e+00 9.58203177e-02 1.19210040e-02
2.05000000e+02 1.00000000e+00 1.37231287e+00 1.79337456e-02 1.02216299e-03
2.05000000e+02 2.00000000e+00 1.57930725e+00 2.01146940e-01 1.88637792e-03
2.05000000e+02 3.00000000e+00 1.93019580e+00 2.53637157e-01 2.87702071e-03
2.05000000e+02 4.00000000e+00 2.25516733e+00 3.57809917e-01 5.47241143e-03
2.05000000e+02 5.00000000e+00 2.30257044e+00 1.67114813e-01 1.00635508e-02
2.05000000e+02 6.00000000e+00 2.38164658e+00 1.02952471e-01 1.29096300e-02
2.06000000e+02 1.00000000e+00 8.67966792e-01 4.54950774e-02 1.57642328e-04
2.06000000e+02 2.00000000e+00 8.67966792e-01 4.54950774e-02 1.57642328e-04
2.06000000e+02 3.00000000e+00 2.15003328e+00 1.32204134e-01 3.57927541e-03
2.06000000e+02 4.00000000e+00 2.33084383e+00 1.22047369e-01 9.10825631e-03
2.06000000e+02 5.00000000e+00 2.33084383e+00 1.22047369e-01 9.10825631e-03
2.06000000e+02 6.00000000e+00 2.33692661e+00 7.60855506e-02 9.35386432e-03
2.07000000e+02 1.00000000e+00 8.98356707e-01 5.50403170e-02 1.85113174e-04
2.07000000e+02 2.00000000e+00 9.08948359e-01 4.81023618e-02 2.05650058e-04
2.07000000e+02 3.00000000e+00 2.17611818e+00 1.11299331e-01 3.29848260e-03
2.07000000e+02 4.00000000e+00 2.24743869e+00 1.17241541e-01 6.94812143e-03
2.07000000e+02 5.00000000e+00 2.33077487e+00 1.16079710e-01 8.89482682e-03
2.07000000e+02 6.00000000e+00 2.36255582e+00 1.06057922e-01 8.13187238e-03
2.08000000e+02 1.00000000e+00 9.40180689e-01 7.88413476e-02 2.39417629e-04
2.08000000e+02 2.00000000e+00 9.81114289e-01 5.47048944e-02 3.20279570e-04
2.08000000e+02 3.00000000e+00 2.09605573e+00 8.70306870e-02 3.26928950e-03
2.08000000e+02 4.00000000e+00 2.26647549e+00 1.66746427e-01 6.90327289e-03
2.08000000e+02 5.00000000e+00 2.32489595e+00 1.16743873e-01 9.17834960e-03
2.08000000e+02 6.00000000e+00 2.38603254e+00 1.05979131e-01 9.91922655e-03
2.09000000e+02 1.00000000e+00 9.91145329e-01 1.11195372e-01 3.54377022e-04
2.09000000e+02 2.00000000e+00 1.07848073e+00 6.15824219e-02 4.93136456e-04
2.09000000e+02 3.00000000e+00 1.99772995e+00 8.29847972e-02 2.29286689e-03
2.09000000e+02 4.00000000e+00 2.30525958e+00 1.63430471e-01 9.39512382e-03
2.09000000e+02 5.00000000e+00 2.31294624e+00 1.15645975e-01 9.33855788e-03
2.09000000e+02 6.00000000e+00 2.40235321e+00 1.13473117e-01 1.21884913e-02
2.10000000e+02 1.00000000e+00 1.04885829e+00 1.30244795e-01 4.52803339e-04
2.10000000e+02 2.00000000e+00 1.19446127e+00 6.82929494e-02 6.67811891e-04
2.10000000e+02 3.00000000e+00 1.90541799e+00 7.74935487e-02 2.66291676e-03
2.10000000e+02 4.00000000e+00 2.29475487e+00 1.19343990e-01 8.85916589e-03
2.10000000e+02 5.00000000e+00 2.33958576e+00 1.50742937e-01 8.07495014e-03
2.10000000e+02 6.00000000e+00 2.41156582e+00 1.38878666e-01 9.16376901e-03
2.11000000e+02 1.00000000e+00 1.11117005e+00 1.33547900e-01 5.36484374e-04
2.11000000e+02 2.00000000e+00 1.32324591e+00 6.38981719e-02 9.11062146e-04
2.11000000e+02 3.00000000e+00 1.82129336e+00 6.90440846e-02 3.70593900e-03
2.11000000e+02 4.00000000e+00 2.27022588e+00 1.20269645e-01 6.96183660e-03
2.11000000e+02 5.00000000e+00 2.36695377e+00 1.38154941e-01 8.95147602e-03
2.11000000e+02 6.00000000e+00 2.41400313e+00 1.70144998e-01 8.42419889e-03
2.12000000e+02 1.00000000e+00 1.17635683e+00 1.48966027e-01 6.35360296e-04
2.12000000e+02 2.00000000e+00 1.45991809e+00 5.84337420e-02 1.12622895e-03
2.12000000e+02 3.00000000e+00 1.74568282e+00 5.45449587e-02 1.08786468e-03
2.12000000e+02 4.00000000e+00 2.23931733e+00 1.25239521e-01 5.72527084e-03
2.12000000e+02 5.00000000e+00 2.38641627e+00 1.23582661e-01 9.39588522e-03
2.12000000e+02 6.00000000e+00 2.41031269e+00 2.08232254e-01 9.86644882e-03
2.13000000e+02 1.00000000e+00 1.24315348e+00 1.67362896e-01 7.50950382e-04
2.13000000e+02 2.00000000e+00 1.59648534e+00 5.85408117e-02 2.00140436e-03
2.13000000e+02 3.00000000e+00 1.68200700e+00 3.89385355e-02 7.70476836e-04
2.13000000e+02 4.00000000e+00 2.20205918e+00 1.31588124e-01 4.93717082e-03
2.13000000e+02 5.00000000e+00 2.39478946e+00 2.07360037e-01 1.23892728e-02
2.13000000e+02 6.00000000e+00 2.40406203e+00 1.73968411e-01 1.21729896e-02
2.14000000e+02 1.00000000e+00 1.31069662e+00 1.83685428e-01 8.81458433e-04
2.14000000e+02 2.00000000e+00 1.60507138e+00 3.15563929e-02 1.98298405e-03
2.14000000e+02 3.00000000e+00 1.75372924e+00 6.16838456e-02 1.14916936e-03
2.14000000e+02 4.00000000e+00 2.15859833e+00 1.50331632e-01 4.29670375e-03
2.14000000e+02 5.00000000e+00 2.38258793e+00 3.25342911e-01 1.14957900e-02
2.14000000e+02 6.00000000e+00 2.40554600e+00 1.00665702e-01 1.10477928e-02
2.15000000e+02 1.00000000e+00 1.37841663e+00 1.92632203e-01 1.03113218e-03
2.15000000e+02 2.00000000e+00 1.54739140e+00 1.98108460e-02 1.55065029e-03
2.15000000e+02 3.00000000e+00 1.89503020e+00 7.69603731e-02 2.71201404e-03
2.15000000e+02 4.00000000e+00 2.10919861e+00 1.74134118e-01 3.93268188e-03
2.15000000e+02 5.00000000e+00 2.36218108e+00 3.81992857e-01 8.10033653e-03
2.15000000e+02 6.00000000e+00 2.40355238e+00 9.18155609e-02 1.16122434e-02
2.16000000e+02 1.00000000e+00 1.44590281e+00 2.05370859e-01 1.36372717e-03
2.16000000e+02 2.00000000e+00 1.49096755e+00 1.62024660e-02 1.15734914e-03
2.16000000e+02 3.00000000e+00 2.03421763e+00 1.09801786e-01 2.66226786e-03
2.16000000e+02 4.00000000e+00 2.05426172e+00 2.02762847e-01 3.70965338e-03
2.16000000e+02 5.00000000e+00 2.33649191e+00 4.36435370e-01 8.74906945e-03
2.16000000e+02 6.00000000e+00 2.39716681e+00 8.97980442e-02 1.47495678e-02
2.17000000e+02 1.00000000e+00 9.11463613e-01 4.71313504e-02 2.02342709e-04
2.17000000e+02 2.00000000e+00 9.11463613e-01 4.71313504e-02 2.02342709e-04
2.17000000e+02 3.00000000e+00 2.14680152e+00 5.64700568e-02 3.36145770e-03
2.17000000e+02 4.00000000e+00 2.27170086e+00 1.55445811e-01 7.86908971e-03
2.17000000e+02 5.00000000e+00 2.33589232e+00 1.02949079e-01 8.74619809e-03
2.17000000e+02 6.00000000e+00 2.33589232e+00 1.02949079e-01 8.74619809e-03
2.18000000e+02 1.00000000e+00 9.36870985e-01 5.51432069e-02 2.35444621e-04
2.18000000e+02 2.00000000e+00 9.47711464e-01 4.87854853e-02 2.70433499e-04
2.18000000e+02 3.00000000e+00 2.06494931e+00 4.98857616e-02 3.33970146e-03
2.18000000e+02 4.00000000e+00 2.30544845e+00 1.73428950e-01 9.70177921e-03
2.18000000e+02 5.00000000e+00 2.33529574e+00 9.31462956e-02 8.61685274e-03
2.18000000e+02 6.00000000e+00 2.34821677e+00 9.18636376e-02 7.43432578e-03
2.19000000e+02 1.00000000e+00 9.73052882e-01 7.86219151e-02 2.99077122e-04
2.19000000e+02 2.00000000e+00 1.01509871e+00 5.22777412e-02 4.14572589e-04
2.19000000e+02 3.00000000e+00 1.97591108e+00 5.30946199e-02 2.34451345e-03
2.19000000e+02 4.00000000e+00 2.32875428e+00 8.66641245e-02 8.96834079e-03
2.19000000e+02 5.00000000e+00 2.33835362e+00 1.55147724e-01 8.24669716e-03
2.19000000e+02 6.00000000e+00 2.36518200e+00 9.36215629e-02 8.81121557e-03
2.20000000e+02 1.00000000e+00 1.01804267e+00 1.08983154e-01 4.15502986e-04
2.20000000e+02 2.00000000e+00 1.10805522e+00 5.66960919e-02 5.33099528e-04
2.20000000e+02 3.00000000e+00 1.89222415e+00 5.21681065e-02 2.66547358e-03
2.20000000e+02 4.00000000e+00 2.31610006e+00 8.32632534e-02 9.04301878e-03
2.20000000e+02 5.00000000e+00 2.36507708e+00 1.24507107e-01 8.30524725e-03
2.20000000e+02 6.00000000e+00 2.38013263e+00 1.12716952e-01 1.56048174e-02
2.21000000e+02 1.00000000e+00 1.06981675e+00 1.20832926e-01 4.79922115e-04
2.21000000e+02 2.00000000e+00 1.22022539e+00 5.92933420e-02 7.12298580e-04
2.21000000e+02 3.00000000e+00 1.81711726e+00 4.80889453e-02 3.98950567e-03
2.21000000e+02 4.00000000e+00 2.29721316e+00 8.15494393e-02 8.95485056e-03
2.21000000e+02 5.00000000e+00 2.38101402e+00 1.07524454e-01 1.30222497e-02
2.21000000e+02 6.00000000e+00 2.39466954e+00 1.26187742e-01 1.39770356e-02
2.22000000e+02 1.00000000e+00 1.12657037e+00 1.28672639e-01 5.59720990e-04
2.22000000e+02 2.00000000e+00 1.34582625e+00 5.18290471e-02 9.60623046e-04
2.22000000e+02 3.00000000e+00 1.75102511e+00 3.90982382e-02 1.16103146e-03
2.22000000e+02 4.00000000e+00 2.27200365e+00 8.83454661e-02 7.11628237e-03
2.22000000e+02 5.00000000e+00 2.38682099e+00 1.38287530e-01 9.47031833e-03
2.22000000e+02 6.00000000e+00 2.40747366e+00 1.10398184e-01 1.05907308e-02
2.23000000e+02 1.00000000e+00 1.18681657e+00 1.44427899e-01 6.52917843e-04
2.23000000e+02 2.00000000e+00 1.47995619e+00 4.61186541e-02 1.01336271e-03
2.23000000e+02 3.00000000e+00 1.69295540e+00 2.92181515e-02 6.84723976e-04
2.23000000e+02 4.00000000e+00 2.24045054e+00 1.00164671e-01 5.76697159e-03
2.23000000e+02 5.00000000e+00 2.38680300e+00 1.83351332e-01 9.56106616e-03
2.23000000e+02 6.00000000e+00 2.41457573e+00 9.75657349e-02 8.12720385e-03
2.24000000e+02 1.00000000e+00 1.24940115e+00 1.64645370e-01 7.62268519e-04
2.24000000e+02 2.00000000e+00 1.61618167e+00 4.73260767e-02 1.93427909e-03
2.24000000e+02 3.00000000e+00 1.64343276e+00 2.39173226e-02 1.83874682e-03
2.24000000e+02 4.00000000e+00 2.20263178e+00 1.15101687e-01 4.94777379e-03
2.24000000e+02 5.00000000e+00 2.38240206e+00 2.49005844e-01 1.17578283e-02
2.24000000e+02 6.00000000e+00 2.41549010e+00 9.04101910e-02 7.85928352e-03
2.25000000e+02 1.00000000e+00 1.31347269e+00 1.82103256e-01 8.87061794e-04
2.25000000e+02 2.00000000e+00 1.59216833e+00 1.76940104e-02 1.93349873e-03
2.25000000e+02 3.00000000e+00 1.75913749e+00 5.85075884e-02 1.17680052e-03
2.25000000e+02 4.00000000e+00 2.15876622e+00 1.36901535e-01 4.29892311e-03
2.25000000e+02 5.00000000e+00 2.37414578e+00 3.13936258e-01 1.32985097e-02
2.25000000e+02 6.00000000e+00 2.41111613e+00 8.86823575e-02 9.07126424e-03
2.26000000e+02 1.00000000e+00 9.45705856e-01 4.83917018e-02 2.47849947e-04
2.26000000e+02 2.00000000e+00 9.45705856e-01 4.83917018e-02 2.47849947e-04
2.26000000e+02 3.00000000e+00 2.00569842e+00 3.66395656e-02 2.31231714e-03
2.26000000e+02 4.00000000e+00 2.34000847e+00 8.16980115e-02 7.76503135e-03
2.26000000e+02 5.00000000e+00 2.34000847e+00 8.16980115e-02 7.76503135e-03
2.26000000e+02 6.00000000e+00 2.34034723e+00 1.72394473e-01 8.25409144e-03
2.27000000e+02 1.00000000e+00 9.66067728e-01 5.55395108e-02 2.87425689e-04
2.27000000e+02 2.00000000e+00 9.77151039e-01 4.85126036e-02 3.15044593e-04
2.27000000e+02 3.00000000e+00 1.93593082e+00 3.47245131e-02 2.59490758e-03
2.27000000e+02 4.00000000e+00 2.33884228e+00 7.27256860e-02 7.96372434e-03
2.27000000e+02 5.00000000e+00 2.34587840e+00 7.17473346e-02 7.18985509e-03
2.27000000e+02 6.00000000e+00 2.37019452e+00 1.52399531e-01 1.04857542e-02
2.28000000e+02 1.00000000e+00 9.96706471e-01 7.89714755e-02 3.87935333e-04
2.28000000e+02 2.00000000e+00 1.03973262e+00 5.20107350e-02 4.43328338e-04
2.28000000e+02 3.00000000e+00 1.86792301e+00 3.46199252e-02 2.69044489e-03
2.28000000e+02 4.00000000e+00 2.33165926e+00 6.83307482e-02 8.77322656e-03
2.28000000e+02 5.00000000e+00 2.35546574e+00 7.08586653e-02 7.52598384e-03
2.28000000e+02 6.00000000e+00 2.39409095e+00 1.30429622e-01 1.32772389e-02
2.29000000e+02 1.00000000e+00 1.03602419e+00 1.05034294e-01 4.36808803e-04
2.29000000e+02 2.00000000e+00 1.12815327e+00 5.04479780e-02 5.63841394e-04
2.29000000e+02 3.00000000e+00 1.80715817e+00 3.27567061e-02 2.28969532e-03
2.29000000e+02 4.00000000e+00 2.31834550e+00 6.90059690e-02 9.14345268e-03
2.29000000e+02 5.00000000e+00 2.36456443e+00 7.88680852e-02 8.43232420e-03
2.29000000e+02 6.00000000e+00 2.41134997e+00 1.11830554e-01 9.11036602e-03
