omega,kappa
0.0009525865006493975,0.0
0.0019051730019354147,0.0
0.0028577595013115726,0.0
0.00381034600227928,0.0
0.004762932503246988,0.0
0.005715519004214695,0.0
0.006668105505182402,0.0
0.00762069200615011,0.0
0.008573278505526267,0.0
0.009525865006493975,0.0
0.010478451507461684,0.0
0.01143103800842939,0.0
0.012383624509397097,0.0
0.013336211010364803,0.0
0.014288797509740964,0.0
0.01524138401070867,0.0
0.016193970516451026,0.0
0.017146557017418733,0.0
0.01809914351838644,0.0
0.019051730019354146,0.0
0.020004316520321853,0.0
0.02095690302128956,0.0
0.02190948952225727,0.0
0.02286207602322498,0.0
0.023814662524192686,0.0
0.024767249025160393,0.0
0.0257198355261281,0.0
0.026672422027095806,0.0
0.02762500851214802,0.0
0.028577595013115728,0.0
0.029530181514083435,0.0
0.03048276801505114,0.0
0.03143535451601885,0.0
0.032387941016986554,0.0
0.033340527517954265,0.0
0.03429311401892197,0.0
0.03524570051988968,0.0
0.03619828702085739,0.0
0.03715087352182509,0.0
0.0381034600227928,0.0
0.03905604652376051,0.0
0.04000863302472821,0.0
0.040961219525695924,0.0
0.041913806026663634,0.0
0.04286639252763134,0.0
0.04381897902859905,0.0
0.04477156552956675,0.0
0.04572415203053446,0.0
0.046676738531502164,0.0
0.047629325032469874,0.0
0.048581911533437584,0.0
0.04953449803440529,0.0
0.050487084535373,0.0
0.0514396710363407,0.0
0.05239225753730841,0.0
0.053344844038276114,0.0
0.054297430539243824,0.0
0.05525001704021153,0.0
0.05620260354117924,0.0
0.05715519004214694,0.0
0.05810777654311466,0.0
0.05906036304408237,0.0
0.06001294954505007,0.0
0.06096553604601778,0.0
0.061918122546985484,0.0
0.0628707090479532,0.0
0.0638232955489209,0.0
0.0647758820498886,0.0
0.06572846855085632,0.0
0.06668105505182402,0.0
0.06763364155279172,0.0
0.06858622805375944,0.0
0.06953881455472714,0.0
0.07049140105569485,0.0
0.07144398755666255,0.0
0.07239657405763027,0.0
0.07334916055859797,0.0
0.07430174705956567,0.0
0.07525433356053339,0.0
0.0762069200615011,0.0
0.07715950656246881,0.0
0.07811209306343651,0.0
0.07906467956440422,0.0
0.08001726606537192,0.0
0.08096985255042415,0.0
0.08192243905139185,0.0
0.08287502555235955,0.0
0.08382761205332727,0.0
0.08478019855429497,0.0
0.08573278505526268,0.0
0.08668537155623039,0.0
0.0876379580571981,0.0
0.0885905445581658,0.0
0.0895431310591335,0.0
0.09049571756010122,0.0
0.09144830406106892,0.0
0.09240089056203662,0.0
0.09335347706300433,0.0
0.09430606356397205,0.0
